user_id,date,electricity_kwh,amount
126,2025-12-02,90.37,451.85
127,2025-01-04,301.38,1506.9
127,2025-02-16,96.49,482.45
127,2025-03-28,143.54,717.6999999999999
127,2025-04-22,142.99,714.95
127,2025-05-14,247.07,1235.35
127,2025-06-26,183.4,917.0
127,2025-07-17,220.14,1100.6999999999998
127,2025-08-03,251.29,1256.45
127,2025-09-26,291.46,1457.3
127,2025-10-05,136.44,682.2
127,2025-11-07,204.03,1020.15
127,2025-12-03,163.03,815.15
128,2025-01-09,123.33,616.65
128,2025-02-09,131.47,657.35
128,2025-03-08,187.48,937.4
128,2025-04-01,167.43,837.1500000000001
128,2025-05-14,277.13,1385.65
128,2025-06-10,153.17,765.8499999999999
128,2025-07-05,221.27,1106.3500000000001
128,2025-08-20,131.33,656.6500000000001
128,2025-09-06,114.89,574.45
128,2025-10-04,125.02,625.1
128,2025-11-21,149.78,748.9
128,2025-12-19,134.24,671.2
129,2025-01-09,227.19,1135.95
129,2025-02-02,274.42,1372.1000000000001
129,2025-03-17,95.59,477.95000000000005
129,2025-04-05,131.38,656.9
129,2025-05-13,121.8,609.0
129,2025-06-05,294.77,1473.85
129,2025-07-17,216.56,1082.8
129,2025-08-19,228.92,1144.6
129,2025-09-14,163.39,816.9499999999999
129,2025-10-26,183.16,915.8
129,2025-11-18,215.77,1078.8500000000001
129,2025-12-13,216.41,1082.05
130,2025-01-08,143.26,716.3
130,2025-02-14,208.94,1044.7
130,2025-03-11,209.48,1047.3999999999999
130,2025-04-14,118.91,594.55
130,2025-05-21,162.86,814.3000000000001
130,2025-06-05,154.34,771.7
130,2025-07-16,110.17,550.85
130,2025-08-14,264.08,1320.3999999999999
130,2025-09-22,152.07,760.3499999999999
130,2025-10-02,271.28,1356.3999999999999
130,2025-11-23,290.67,1453.3500000000001
130,2025-12-01,168.07,840.3499999999999
131,2025-01-21,269.75,1348.75
131,2025-02-09,129.13,645.65
131,2025-03-24,146.7,733.5
131,2025-04-23,293.44,1467.2
131,2025-05-28,263.68,1318.4
131,2025-06-15,283.67,1418.3500000000001
131,2025-07-13,148.0,740.0
131,2025-08-18,172.01,860.05
131,2025-09-13,275.78,1378.8999999999999
131,2025-10-06,106.44,532.2
131,2025-11-17,228.98,1144.8999999999999
131,2025-12-23,251.6,1258.0
132,2025-01-09,107.64,538.2
132,2025-02-26,295.87,1479.35
132,2025-03-20,245.24,1226.2
132,2025-04-22,235.02,1175.1000000000001
132,2025-05-08,283.05,1415.25
132,2025-06-01,143.43,717.1500000000001
132,2025-07-07,170.71,853.5500000000001
132,2025-08-19,282.01,1410.05
132,2025-09-16,229.64,1148.1999999999998
132,2025-10-14,115.61,578.05
132,2025-11-12,225.17,1125.85
132,2025-12-23,298.81,1494.05
133,2025-01-12,284.59,1422.9499999999998
133,2025-02-26,155.96,779.8000000000001
133,2025-03-04,254.55,1272.75
133,2025-04-08,264.29,1321.45
133,2025-05-06,82.02,410.09999999999997
133,2025-06-22,214.22,1071.1
133,2025-07-03,168.95,844.75
133,2025-08-03,151.42,757.0999999999999
133,2025-09-21,122.2,611.0
133,2025-10-28,243.22,1216.1
133,2025-11-24,144.23,721.15
133,2025-12-18,82.78,413.9
134,2025-01-23,249.0,1245.0
134,2025-02-16,105.65,528.25
134,2025-03-03,277.11,1385.5500000000002
134,2025-04-07,227.7,1138.5
134,2025-05-20,221.02,1105.1000000000001
134,2025-06-03,137.75,688.75
134,2025-07-04,117.54,587.7
134,2025-08-26,195.7,978.5
134,2025-09-25,108.4,542.0
134,2025-10-20,190.09,950.45
134,2025-11-22,191.63,958.15
134,2025-12-18,234.87,1174.35
135,2025-01-22,269.11,1345.5500000000002
135,2025-02-19,116.06,580.3
135,2025-03-10,248.82,1244.1
135,2025-04-11,149.61,748.0500000000001
135,2025-05-03,152.8,764.0
135,2025-06-05,169.77,848.85
135,2025-07-09,123.48,617.4
135,2025-08-17,162.9,814.5
135,2025-09-18,226.53,1132.65
135,2025-10-05,170.4,852.0
135,2025-11-07,212.15,1060.75
135,2025-12-21,238.31,1191.55
136,2025-01-12,246.2,1231.0
136,2025-02-14,123.49,617.4499999999999
136,2025-03-28,229.71,1148.55
136,2025-04-28,127.47,637.35
136,2025-05-22,269.74,1348.7
136,2025-06-19,146.59,732.95
136,2025-07-23,117.53,587.65
136,2025-08-13,236.02,1180.1000000000001
136,2025-09-05,159.46,797.3000000000001
136,2025-10-27,200.61,1003.0500000000001
136,2025-11-13,278.42,1392.1000000000001
136,2025-12-03,216.89,1084.4499999999998
137,2025-01-20,81.17,405.85
137,2025-02-26,151.58,757.9000000000001
137,2025-03-13,287.99,1439.95
137,2025-04-28,242.86,1214.3000000000002
137,2025-05-25,201.32,1006.5999999999999
137,2025-06-16,92.21,461.04999999999995
137,2025-07-11,285.23,1426.15
137,2025-08-24,222.7,1113.5
137,2025-09-15,146.89,734.4499999999999
137,2025-10-02,175.13,875.65
137,2025-11-08,144.55,722.75
137,2025-12-04,226.14,1130.6999999999998
138,2025-01-02,105.12,525.6
138,2025-02-25,210.94,1054.7
138,2025-03-25,181.01,905.05
138,2025-04-28,192.19,960.95
138,2025-05-24,264.25,1321.25
138,2025-06-02,157.69,788.45
138,2025-07-04,222.23,1111.1499999999999
138,2025-08-03,105.93,529.6500000000001
138,2025-09-19,160.97,804.85
138,2025-10-21,223.84,1119.2
138,2025-11-15,269.96,1349.8
138,2025-12-17,266.25,1331.25
139,2025-01-27,189.26,946.3
139,2025-02-10,165.88,829.4
139,2025-03-08,122.29,611.45
139,2025-04-16,234.83,1174.15
139,2025-05-11,278.66,1393.3000000000002
139,2025-06-08,117.49,587.4499999999999
139,2025-07-14,284.13,1420.65
139,2025-08-21,142.7,713.5
139,2025-09-05,261.91,1309.5500000000002
139,2025-10-18,131.81,659.05
139,2025-11-12,176.87,884.35
139,2025-12-16,236.49,1182.45
140,2025-01-09,240.77,1203.8500000000001
140,2025-02-03,164.37,821.85
140,2025-03-03,248.29,1241.45
140,2025-04-06,221.53,1107.65
140,2025-05-09,281.5,1407.5
140,2025-06-12,189.85,949.25
140,2025-07-13,206.69,1033.45
140,2025-08-13,266.53,1332.6499999999999
140,2025-09-17,134.78,673.9
140,2025-10-18,115.76,578.8000000000001
140,2025-11-06,265.98,1329.9
140,2025-12-12,95.8,479.0
141,2025-01-25,229.57,1147.85
141,2025-02-08,183.87,919.35
141,2025-03-22,238.08,1190.4
141,2025-04-03,237.62,1188.1
141,2025-05-13,184.37,921.85
141,2025-06-13,154.06,770.3
141,2025-07-04,213.59,1067.95
141,2025-08-12,232.34,1161.7
141,2025-09-24,206.14,1030.6999999999998
141,2025-10-22,130.88,654.4
141,2025-11-09,91.68,458.40000000000003
141,2025-12-09,246.85,1234.25
142,2025-01-21,273.99,1369.95
142,2025-02-05,124.17,620.85
142,2025-03-27,146.68,733.4000000000001
142,2025-04-12,287.2,1436.0
142,2025-05-04,258.3,1291.5
142,2025-06-05,240.05,1200.25
142,2025-07-05,108.96,544.8
142,2025-08-06,285.48,1427.4
142,2025-09-18,297.68,1488.4
142,2025-10-24,179.8,899.0
142,2025-11-28,147.24,736.2
142,2025-12-19,97.22,486.1
143,2025-01-08,134.8,674.0
143,2025-02-26,285.12,1425.6
143,2025-03-08,173.19,865.95
143,2025-04-07,255.72,1278.6
143,2025-05-21,222.55,1112.75
143,2025-06-13,136.85,684.25
143,2025-07-27,133.69,668.45
143,2025-08-12,149.14,745.6999999999999
143,2025-09-26,252.48,1262.3999999999999
143,2025-10-20,293.36,1466.8000000000002
143,2025-11-10,142.91,714.55
143,2025-12-03,178.51,892.55
144,2025-01-22,118.18,590.9000000000001
144,2025-02-28,162.77,813.85
144,2025-03-19,285.98,1429.9
144,2025-04-26,128.64,643.1999999999999
144,2025-05-10,94.69,473.45
144,2025-06-08,184.66,923.3
144,2025-07-26,152.54,762.6999999999999
144,2025-08-04,227.69,1138.45
144,2025-09-05,82.66,413.29999999999995
144,2025-10-15,91.36,456.8
144,2025-11-28,197.99,989.95
144,2025-12-05,193.98,969.9
145,2025-01-28,273.29,1366.45
145,2025-02-16,257.03,1285.1499999999999
145,2025-03-19,169.63,848.15
145,2025-04-10,256.65,1283.25
145,2025-05-19,193.08,965.4000000000001
145,2025-06-12,95.6,478.0
145,2025-07-13,85.26,426.3
145,2025-08-09,142.79,713.9499999999999
145,2025-09-16,139.03,695.15
145,2025-10-22,266.71,1333.55
145,2025-11-22,286.65,1433.25
145,2025-12-07,94.96,474.79999999999995
146,2025-01-25,264.65,1323.25
146,2025-02-03,202.1,1010.5
146,2025-03-28,259.58,1297.8999999999999
146,2025-04-23,83.12,415.6
146,2025-05-22,168.57,842.8499999999999
146,2025-06-04,102.31,511.55
146,2025-07-28,197.22,986.1
146,2025-08-12,215.42,1077.1
146,2025-09-24,82.94,414.7
146,2025-10-25,179.18,895.9000000000001
146,2025-11-05,235.26,1176.3
146,2025-12-07,202.28,1011.4
147,2025-01-27,92.16,460.79999999999995
147,2025-02-26,116.65,583.25
147,2025-03-12,80.2,401.0
147,2025-04-13,200.76,1003.8
147,2025-05-20,253.94,1269.7
147,2025-06-22,248.0,1240.0
147,2025-07-09,231.57,1157.85
147,2025-08-26,290.03,1450.1499999999999
147,2025-09-01,183.73,918.65
147,2025-10-24,143.9,719.5
147,2025-11-03,266.43,1332.15
147,2025-12-15,95.21,476.04999999999995
148,2025-01-22,229.45,1147.25
148,2025-02-28,234.17,1170.85
148,2025-03-11,152.63,763.15
148,2025-04-07,213.79,1068.95
148,2025-05-03,146.9,734.5
148,2025-06-28,148.76,743.8
148,2025-07-09,297.22,1486.1000000000001
148,2025-08-16,197.48,987.4
148,2025-09-28,174.29,871.4499999999999
148,2025-10-12,246.7,1233.5
148,2025-11-03,83.78,418.9
148,2025-12-06,296.23,1481.15
149,2025-01-07,126.48,632.4
149,2025-02-17,108.23,541.15
149,2025-03-14,136.46,682.3000000000001
149,2025-04-15,183.52,917.6
149,2025-05-20,84.13,420.65
149,2025-06-10,170.94,854.7
149,2025-07-05,192.26,961.3
149,2025-08-22,247.98,1239.8999999999999
149,2025-09-27,207.25,1036.25
149,2025-10-24,293.69,1468.45
149,2025-11-21,265.97,1329.8500000000001
149,2025-12-09,139.08,695.4000000000001
150,2025-01-21,197.49,987.45
150,2025-02-21,231.9,1159.5
150,2025-03-16,127.65,638.25
150,2025-04-03,271.21,1356.05
150,2025-05-12,218.61,1093.0500000000002
150,2025-06-28,250.98,1254.8999999999999
150,2025-07-18,153.47,767.35
150,2025-08-01,293.92,1469.6000000000001
150,2025-09-18,258.87,1294.35
150,2025-10-16,89.28,446.4
150,2025-11-28,86.71,433.54999999999995
150,2025-12-02,294.47,1472.3500000000001
151,2025-01-09,124.74,623.6999999999999
151,2025-02-28,214.45,1072.25
151,2025-03-18,245.62,1228.1
151,2025-04-14,224.98,1124.8999999999999
151,2025-05-09,238.08,1190.4
151,2025-06-19,130.86,654.3000000000001
151,2025-07-15,272.16,1360.8000000000002
151,2025-08-07,176.26,881.3
151,2025-09-21,220.15,1100.75
151,2025-10-02,220.02,1100.1000000000001
151,2025-11-12,132.8,664.0
151,2025-12-08,112.27,561.35
152,2025-01-03,124.98,624.9
152,2025-02-14,209.95,1049.75
152,2025-03-14,181.65,908.25
152,2025-04-04,276.76,1383.8
152,2025-05-22,102.99,514.9499999999999
152,2025-06-01,117.33,586.65
152,2025-07-22,253.52,1267.6000000000001
152,2025-08-12,92.53,462.65
152,2025-09-17,173.99,869.95
152,2025-10-14,132.96,664.8000000000001
152,2025-11-05,135.83,679.1500000000001
152,2025-12-16,114.31,571.55
153,2025-01-05,240.59,1202.95
153,2025-02-06,297.27,1486.35
153,2025-03-20,127.69,638.45
153,2025-04-15,223.28,1116.4
153,2025-05-21,145.17,725.8499999999999
153,2025-06-10,253.49,1267.45
153,2025-07-04,179.03,895.15
153,2025-08-28,303.99,1519.95
153,2025-09-12,258.94,1294.7
153,2025-10-07,139.28,696.4
153,2025-11-16,275.79,1378.95
153,2025-12-27,286.14,1430.6999999999998
154,2025-01-12,128.68,643.4000000000001
154,2025-02-01,126.75,633.75
154,2025-03-13,118.78,593.9
154,2025-04-27,223.77,1118.8500000000001
154,2025-05-04,202.8,1014.0
154,2025-06-20,193.18,965.9000000000001
154,2025-07-07,160.92,804.5999999999999
154,2025-08-04,230.03,1150.15
154,2025-09-28,207.7,1038.5
154,2025-10-26,245.53,1227.65
154,2025-11-05,161.43,807.1500000000001
154,2025-12-08,125.64,628.2
155,2025-01-24,151.27,756.35
155,2025-02-28,105.08,525.4
155,2025-03-13,109.71,548.55
155,2025-04-08,162.02,810.1
155,2025-05-17,284.03,1420.1499999999999
155,2025-06-27,264.95,1324.75
155,2025-07-04,292.36,1461.8000000000002
155,2025-08-16,153.67,768.3499999999999
155,2025-09-24,104.34,521.7
155,2025-10-10,265.48,1327.4
155,2025-11-21,286.16,1430.8000000000002
155,2025-12-20,262.94,1314.7
156,2025-01-11,132.71,663.5500000000001
156,2025-02-21,89.13,445.65
156,2025-03-04,264.52,1322.6
156,2025-04-05,206.01,1030.05
156,2025-05-20,94.58,472.9
156,2025-06-19,137.56,687.8
156,2025-07-16,179.73,898.65
156,2025-08-21,260.07,1300.35
156,2025-09-11,146.02,730.1
156,2025-10-11,117.6,588.0
156,2025-11-03,175.66,878.3
156,2025-12-27,228.83,1144.15
157,2025-01-08,137.69,688.45
157,2025-02-14,216.74,1083.7
157,2025-03-01,209.22,1046.1
157,2025-04-12,280.37,1401.85
157,2025-05-22,293.33,1466.6499999999999
157,2025-06-10,172.19,860.95
157,2025-07-20,283.08,1415.3999999999999
157,2025-08-07,160.9,804.5
157,2025-09-03,86.58,432.9
157,2025-10-25,218.89,1094.4499999999998
157,2025-11-28,179.33,896.6500000000001
157,2025-12-12,232.91,1164.55
158,2025-01-04,277.48,1387.4
158,2025-02-19,219.1,1095.5
158,2025-03-27,218.72,1093.6
158,2025-04-01,229.7,1148.5
158,2025-05-28,101.22,506.1
158,2025-06-20,125.38,626.9
158,2025-07-05,224.48,1122.3999999999999
158,2025-08-15,203.81,1019.05
158,2025-09-16,173.23,866.15
158,2025-10-03,237.94,1189.7
158,2025-11-07,100.14,500.7
158,2025-12-18,220.78,1103.9
159,2025-01-24,239.69,1198.45
159,2025-02-02,284.7,1423.5
159,2025-03-10,227.81,1139.05
159,2025-04-15,145.08,725.4000000000001
159,2025-05-22,291.82,1459.1
159,2025-06-14,222.68,1113.4
159,2025-07-06,123.5,617.5
159,2025-08-07,199.21,996.0500000000001
159,2025-09-02,99.68,498.40000000000003
159,2025-10-15,84.22,421.1
159,2025-11-27,223.43,1117.15
159,2025-12-04,248.95,1244.75
160,2025-01-11,201.82,1009.0999999999999
160,2025-02-10,135.28,676.4
160,2025-03-02,136.73,683.65
160,2025-04-22,262.91,1314.5500000000002
160,2025-05-06,280.97,1404.8500000000001
160,2025-06-14,250.14,1250.6999999999998
160,2025-07-09,276.13,1380.65
160,2025-08-19,196.2,981.0
160,2025-09-27,139.94,699.7
160,2025-10-26,147.2,736.0
160,2025-11-10,117.59,587.95
160,2025-12-26,196.9,984.5
161,2025-01-11,268.05,1340.25
161,2025-02-15,212.73,1063.6499999999999
161,2025-03-05,193.47,967.35
161,2025-04-23,278.56,1392.8
161,2025-05-05,124.95,624.75
161,2025-06-26,152.78,763.9
161,2025-07-11,147.98,739.9
161,2025-08-22,265.77,1328.85
161,2025-09-04,99.99,499.95
161,2025-10-25,246.11,1230.5500000000002
161,2025-11-17,124.58,622.9
161,2025-12-09,106.4,532.0
162,2025-01-02,252.61,1263.0500000000002
162,2025-02-18,170.28,851.4
162,2025-03-23,199.09,995.45
162,2025-04-15,248.5,1242.5
162,2025-05-24,212.05,1060.25
162,2025-06-22,107.98,539.9
162,2025-07-11,135.05,675.25
162,2025-08-04,264.89,1324.4499999999998
162,2025-09-01,279.97,1399.8500000000001
162,2025-10-26,210.01,1050.05
162,2025-11-05,95.24,476.2
162,2025-12-13,131.45,657.25
163,2025-01-17,114.29,571.45
163,2025-02-19,105.56,527.8
163,2025-03-23,176.87,884.35
163,2025-04-05,267.62,1338.1
163,2025-05-06,257.72,1288.6000000000001
163,2025-06-28,233.56,1167.8
163,2025-07-01,120.44,602.2
163,2025-08-14,141.62,708.1
163,2025-09-04,140.96,704.8000000000001
163,2025-10-08,138.9,694.5
163,2025-11-14,257.34,1286.6999999999998
163,2025-12-09,150.0,750.0
164,2025-01-24,163.07,815.3499999999999
164,2025-02-13,118.43,592.1500000000001
164,2025-03-14,87.67,438.35
164,2025-04-07,202.45,1012.25
164,2025-05-18,199.07,995.3499999999999
164,2025-06-24,281.12,1405.6
164,2025-07-18,101.21,506.04999999999995
164,2025-08-11,134.47,672.35
164,2025-09-12,170.83,854.1500000000001
164,2025-10-06,219.89,1099.4499999999998
164,2025-11-26,181.18,905.9000000000001
164,2025-12-05,93.83,469.15
165,2025-01-10,152.43,762.1500000000001
165,2025-02-08,207.44,1037.2
165,2025-03-16,114.73,573.65
165,2025-04-01,143.52,717.6
165,2025-05-07,302.58,1512.8999999999999
165,2025-06-17,211.15,1055.75
165,2025-07-27,216.52,1082.6000000000001
165,2025-08-02,223.04,1115.2
165,2025-09-19,293.45,1467.25
165,2025-10-15,225.08,1125.4
165,2025-11-01,285.74,1428.7
165,2025-12-11,293.58,1467.8999999999999
166,2025-01-21,105.33,526.65
166,2025-02-07,205.54,1027.7
166,2025-03-04,282.85,1414.25
166,2025-04-13,295.81,1479.05
166,2025-05-12,122.12,610.6
166,2025-06-19,199.58,997.9000000000001
166,2025-07-04,227.72,1138.6
166,2025-08-07,101.53,507.65
166,2025-09-21,261.17,1305.8500000000001
166,2025-10-23,129.39,646.9499999999999
166,2025-11-14,253.0,1265.0
166,2025-12-27,132.74,663.7
167,2025-01-04,131.96,659.8000000000001
167,2025-02-25,283.52,1417.6
167,2025-03-21,292.38,1461.9
167,2025-04-08,246.36,1231.8000000000002
167,2025-05-26,133.78,668.9
167,2025-06-10,266.73,1333.65
167,2025-07-06,277.72,1388.6000000000001
167,2025-08-08,138.16,690.8
167,2025-09-27,116.41,582.05
167,2025-10-13,280.58,1402.8999999999999
167,2025-11-21,243.13,1215.65
167,2025-12-27,200.91,1004.55
168,2025-01-27,259.91,1299.5500000000002
168,2025-02-07,152.55,762.75
168,2025-03-05,230.03,1150.15
168,2025-04-17,279.26,1396.3
168,2025-05-14,88.73,443.65000000000003
168,2025-06-25,237.64,1188.1999999999998
168,2025-07-19,197.27,986.35
168,2025-08-24,163.13,815.65
168,2025-09-11,240.49,1202.45
168,2025-10-05,298.49,1492.45
168,2025-11-17,202.46,1012.3000000000001
168,2025-12-27,144.13,720.65
169,2025-01-22,195.12,975.6
169,2025-02-12,110.29,551.45
169,2025-03-22,233.12,1165.6
169,2025-04-10,199.95,999.75
169,2025-05-17,110.28,551.4
169,2025-06-24,168.67,843.3499999999999
169,2025-07-17,264.34,1321.6999999999998
169,2025-08-01,245.47,1227.35
169,2025-09-01,105.68,528.4000000000001
169,2025-10-21,172.84,864.2
169,2025-11-12,192.52,962.6
169,2025-12-21,294.86,1474.3000000000002
170,2025-01-28,278.17,1390.8500000000001
170,2025-02-25,292.75,1463.75
170,2025-03-20,259.5,1297.5
170,2025-04-18,203.63,1018.15
170,2025-05-11,194.08,970.4000000000001
170,2025-06-16,261.43,1307.15
170,2025-07-23,166.89,834.4499999999999
170,2025-08-20,83.44,417.2
170,2025-09-13,228.11,1140.5500000000002
170,2025-10-11,133.68,668.4000000000001
170,2025-11-05,279.49,1397.45
170,2025-12-23,186.33,931.6500000000001
171,2025-01-11,198.18,990.9000000000001
171,2025-02-20,207.13,1035.65
171,2025-03-04,224.09,1120.45
171,2025-04-10,225.74,1128.7
171,2025-05-10,97.54,487.70000000000005
171,2025-06-06,121.42,607.1
171,2025-07-20,123.27,616.35
171,2025-08-16,261.2,1306.0
171,2025-09-27,295.07,1475.35
171,2025-10-11,98.97,494.85
171,2025-11-13,167.78,838.9
171,2025-12-03,214.29,1071.45
172,2025-01-14,100.02,500.09999999999997
172,2025-02-02,98.88,494.4
172,2025-03-18,199.78,998.9
172,2025-04-27,230.64,1153.1999999999998
172,2025-05-13,298.46,1492.3
172,2025-06-08,286.26,1431.3
172,2025-07-03,255.64,1278.1999999999998
172,2025-08-26,89.94,449.7
172,2025-09-16,137.22,686.1
172,2025-10-06,271.02,1355.1
172,2025-11-25,168.03,840.15
172,2025-12-24,197.7,988.5
173,2025-01-14,221.33,1106.65
173,2025-02-27,126.79,633.95
173,2025-03-14,87.86,439.3
173,2025-04-07,248.06,1240.3
173,2025-05-12,300.12,1500.6
173,2025-06-03,295.81,1479.05
173,2025-07-20,154.17,770.8499999999999
173,2025-08-28,95.86,479.3
173,2025-09-14,172.63,863.15
173,2025-10-03,244.88,1224.4
173,2025-11-04,103.97,519.85
173,2025-12-25,246.71,1233.55
174,2025-01-25,239.17,1195.85
174,2025-02-10,113.84,569.2
174,2025-03-22,275.97,1379.8500000000001
174,2025-04-26,108.09,540.45
174,2025-05-08,169.91,849.55
174,2025-06-11,241.96,1209.8
174,2025-07-02,231.04,1155.2
174,2025-08-08,85.27,426.34999999999997
174,2025-09-07,280.59,1402.9499999999998
174,2025-10-13,121.17,605.85
174,2025-11-02,87.46,437.29999999999995
174,2025-12-23,115.02,575.1
175,2025-01-01,77.99,389.95
175,2025-02-14,111.12,555.6
175,2025-03-26,142.82,714.0999999999999
175,2025-04-06,208.62,1043.1
175,2025-05-14,247.51,1237.55
175,2025-06-25,105.31,526.55
175,2025-07-19,144.22,721.1
175,2025-08-25,126.49,632.4499999999999
175,2025-09-23,134.62,673.1
175,2025-10-27,262.55,1312.75
175,2025-11-19,79.61,398.05
175,2025-12-10,164.21,821.0500000000001
176,2025-01-27,121.72,608.6
176,2025-02-07,227.17,1135.85
176,2025-03-10,282.6,1413.0
176,2025-04-17,104.29,521.45
176,2025-05-20,249.94,1249.7
176,2025-06-03,83.86,419.3
176,2025-07-24,290.25,1451.25
176,2025-08-22,298.69,1493.45
176,2025-09-28,277.5,1387.5
176,2025-10-06,172.26,861.3
176,2025-11-25,184.25,921.25
176,2025-12-09,84.17,420.85
177,2025-01-08,141.62,708.1
177,2025-02-27,113.03,565.15
177,2025-03-28,129.19,645.95
177,2025-04-22,241.83,1209.15
177,2025-05-25,234.91,1174.55
177,2025-06-26,169.21,846.0500000000001
177,2025-07-20,153.41,767.05
177,2025-08-28,291.45,1457.25
177,2025-09-08,92.73,463.65000000000003
177,2025-10-10,232.45,1162.25
177,2025-11-21,111.95,559.75
177,2025-12-08,129.87,649.35
178,2025-01-10,87.56,437.8
178,2025-02-22,225.24,1126.2
178,2025-03-08,152.65,763.25
178,2025-04-28,89.39,446.95
178,2025-05-02,230.36,1151.8000000000002
178,2025-06-05,165.65,828.25
178,2025-07-25,192.02,960.1
178,2025-08-25,282.71,1413.55
178,2025-09-22,239.16,1195.8
178,2025-10-28,144.71,723.5500000000001
178,2025-11-26,173.22,866.1
178,2025-12-11,200.65,1003.25
179,2025-01-25,141.12,705.6
179,2025-02-05,251.46,1257.3
179,2025-03-23,168.58,842.9000000000001
179,2025-04-05,153.57,767.8499999999999
179,2025-05-19,238.94,1194.7
179,2025-06-02,147.34,736.7
179,2025-07-02,110.02,550.1
179,2025-08-07,207.41,1037.05
179,2025-09-02,95.62,478.1
179,2025-10-01,284.58,1422.8999999999999
179,2025-11-06,288.36,1441.8000000000002
179,2025-12-03,190.52,952.6
180,2025-01-04,269.18,1345.9
180,2025-02-09,191.82,959.0999999999999
180,2025-03-27,117.4,587.0
180,2025-04-03,136.86,684.3000000000001
180,2025-05-24,142.15,710.75
180,2025-06-03,190.31,951.55
180,2025-07-06,156.9,784.5
180,2025-08-17,159.92,799.5999999999999
180,2025-09-28,295.44,1477.2
180,2025-10-26,193.17,965.8499999999999
180,2025-11-15,157.32,786.5999999999999
180,2025-12-23,140.2,701.0
181,2025-01-22,214.18,1070.9
181,2025-02-04,230.69,1153.45
181,2025-03-20,213.52,1067.6000000000001
181,2025-04-11,247.05,1235.25
181,2025-05-22,188.34,941.7
181,2025-06-28,219.37,1096.85
181,2025-07-07,295.51,1477.55
181,2025-08-20,227.56,1137.8
181,2025-09-08,285.5,1427.5
181,2025-10-23,207.86,1039.3000000000002
181,2025-11-09,273.8,1369.0
181,2025-12-19,83.11,415.55
182,2025-01-07,105.85,529.25
182,2025-02-15,282.32,1411.6
182,2025-03-11,174.47,872.35
182,2025-04-27,134.48,672.4
182,2025-05-19,101.54,507.70000000000005
182,2025-06-06,192.16,960.8
182,2025-07-17,221.09,1105.45
182,2025-08-24,208.37,1041.85
182,2025-09-23,235.01,1175.05
182,2025-10-01,105.73,528.65
182,2025-11-17,280.57,1402.85
182,2025-12-14,255.37,1276.85
183,2025-01-27,146.67,733.3499999999999
183,2025-02-08,283.12,1415.6
183,2025-03-21,168.13,840.65
183,2025-04-22,236.6,1183.0
183,2025-05-25,237.9,1189.5
183,2025-06-10,120.71,603.55
183,2025-07-01,109.67,548.35
183,2025-08-20,166.52,832.6
183,2025-09-28,80.44,402.2
183,2025-10-26,280.18,1400.9
183,2025-11-23,112.29,561.45
183,2025-12-28,85.34,426.70000000000005
184,2025-01-16,133.77,668.85
184,2025-02-01,201.53,1007.65
184,2025-03-19,238.48,1192.3999999999999
184,2025-04-11,126.68,633.4000000000001
184,2025-05-14,86.24,431.2
184,2025-06-05,104.74,523.6999999999999
184,2025-07-27,184.68,923.4000000000001
184,2025-08-21,229.3,1146.5
184,2025-09-18,184.21,921.0500000000001
184,2025-10-25,144.96,724.8000000000001
184,2025-11-17,154.6,773.0
184,2025-12-02,126.8,634.0
185,2025-01-22,281.94,1409.7
185,2025-02-18,124.86,624.3
185,2025-03-28,230.4,1152.0
185,2025-04-28,246.47,1232.35
185,2025-05-06,91.24,456.2
185,2025-06-23,79.15,395.75
185,2025-07-12,113.18,565.9000000000001
185,2025-08-22,132.71,663.5500000000001
185,2025-09-13,234.87,1174.35
185,2025-10-10,280.7,1403.5
185,2025-11-26,130.52,652.6
185,2025-12-03,140.61,703.0500000000001
186,2025-01-09,112.12,560.6
186,2025-02-26,182.34,911.7
186,2025-03-11,219.12,1095.6
186,2025-04-09,117.01,585.0500000000001
186,2025-05-16,182.32,911.5999999999999
186,2025-06-13,216.79,1083.95
186,2025-07-20,107.48,537.4
186,2025-08-23,191.06,955.3
186,2025-09-16,205.15,1025.75
186,2025-10-07,260.76,1303.8
186,2025-11-10,246.18,1230.9
186,2025-12-14,287.74,1438.7
187,2025-01-03,196.72,983.6
187,2025-02-21,257.43,1287.15
187,2025-03-09,102.66,513.3
187,2025-04-01,288.0,1440.0
187,2025-05-05,105.04,525.2
187,2025-06-18,299.19,1495.95
187,2025-07-27,287.89,1439.4499999999998
187,2025-08-11,267.96,1339.8
187,2025-09-07,89.98,449.90000000000003
187,2025-10-22,266.99,1334.95
187,2025-11-15,212.22,1061.1
187,2025-12-26,276.98,1384.9
188,2025-01-11,277.06,1385.3
188,2025-02-19,104.7,523.5
188,2025-03-25,124.27,621.35
188,2025-04-02,81.44,407.2
188,2025-05-15,162.35,811.75
188,2025-06-17,276.69,1383.45
188,2025-07-03,209.79,1048.95
188,2025-08-14,187.47,937.35
188,2025-09-06,267.11,1335.5500000000002
188,2025-10-12,172.48,862.4
188,2025-11-21,154.87,774.35
188,2025-12-23,134.72,673.6
189,2025-01-03,165.53,827.65
189,2025-02-05,226.61,1133.0500000000002
189,2025-03-20,259.81,1299.05
189,2025-04-21,94.24,471.2
189,2025-05-26,299.48,1497.4
189,2025-06-28,264.65,1323.25
189,2025-07-01,278.44,1392.2
189,2025-08-05,97.12,485.6
189,2025-09-28,281.34,1406.6999999999998
